,GeneA,GeneB,IdMethodA,IdMethodB,Negative,PubMedId,UTCDate
3855,MAP2K1,RAF1,western blot,western blot,False,24746704,1400040000.0
3856,MAP2K1,BRAF,western blot,western blot,False,24746704,1400040000.0
3857,MAP2K2,ARAF,western blot,western blot,False,24746704,1400040000.0
3858,MAP2K2,BRAF,western blot,western blot,False,24746704,1400040000.0
3859,MAP2K2,RAF1,western blot,western blot,False,24746704,1400040000.0
3860,MAP2K1,BRAF,western blot,western blot,False,24746704,1400040000.0
3861,MAP2K1,ARAF,western blot,western blot,False,24746704,1400040000.0
3862,MAP2K1,RAF1,western blot,western blot,False,24746704,1400040000.0
3863,MAP2K1,BRAF,western blot,western blot,False,24746704,1400040000.0
3864,MAP2K1,RAF1,western blot,western blot,False,24746704,1400040000.0
3865,MAP2K1,ARAF,western blot,western blot,False,24746704,1400040000.0
3866,MAP2K1,BRAF,predetermined participant,predetermined participant,False,24746704,1400040000.0
3867,MAP2K1,RAF1,predetermined participant,predetermined participant,False,24746704,1400040000.0
3868,MAP2K1,RAF1,western blot,western blot,False,24746704,1400040000.0
3869,MAP2K1,BRAF,western blot,western blot,False,24746704,1400040000.0
3870,MAP2K1,BRAF,western blot,western blot,False,24746704,1400040000.0
3871,MAP2K1,RAF1,western blot,western blot,False,24746704,1400040000.0
3872,BRAF,MAP2K1,western blot,western blot,False,24746704,1400040000.0
3873,MAP2K1,RAF1,western blot,western blot,False,24746704,1400040000.0
3874,PIK3R1,PDGFRB,identification by antibody,identification by antibody,False,19864249,1262840400.0
3875,EGFR,PRKDC,identification by antibody,identification by antibody,False,23178489,1388725200.0
3876,CSK,PDPK1,predetermined participant,predetermined participant,False,25814554,
3877,ABL2,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3878,SRC,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3879,HCK,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3880,PIK3R3,BTK,predetermined participant,predetermined participant,False,25814554,
3881,DOK2,LCK,predetermined participant,predetermined participant,False,25814554,
3882,LYN,PTK2,predetermined participant,predetermined participant,False,25814554,
3883,SRC,PTK2,predetermined participant,predetermined participant,False,25814554,
3884,PTK2,HCK,predetermined participant,predetermined participant,False,25814554,
3885,PTK2,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3886,AUNIP,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3887,FER,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3888,PIK3R3,CAMK1,predetermined participant,predetermined participant,False,25814554,
3889,PIK3R3,PIK3CB,predetermined participant,predetermined participant,False,25814554,
3890,PIK3R3,PIK3CA,predetermined participant,predetermined participant,False,25814554,
3891,FER,PIK3R1,predetermined participant,predetermined participant,False,25814554,
3892,FYN,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3893,PIK3R3,HCK,predetermined participant,predetermined participant,False,25814554,
3894,PTK2,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3895,PTK2,HCK,predetermined participant,predetermined participant,False,25814554,
3896,MAPK3,PKM,western blot,western blot,False,24606918,1394424000.0
3897,MAPK3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3898,MAPK3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3899,EGFR,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3900,RPS6KA5,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3901,RPS6KA2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3902,RPS6KA3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3903,HIPK1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3904,PRKCQ,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3905,PRKD3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3906,PRKCE,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3907,PRKAA2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3908,NEK6,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3909,NLK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3910,NEK1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3911,MARK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3912,PKM,ROS1,predetermined participant,predetermined participant,False,24606918,1394424000.0
3913,PKM,MST1R,predetermined participant,predetermined participant,False,24606918,1394424000.0
3914,MET,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3915,FGFR1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3916,PKM,TSSK2,predetermined participant,predetermined participant,False,24606918,1394424000.0
3917,PKM,TBK1,predetermined participant,predetermined participant,False,24606918,1394424000.0
3918,PRKG2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3919,PRKD1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3920,AKT1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3921,PKM,PAK7,predetermined participant,predetermined participant,False,24606918,1394424000.0
3922,PKM,STK4,predetermined participant,predetermined participant,False,24606918,1394424000.0
3923,MAP4K2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3924,MAPK13,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3925,CHUK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3926,CHEK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3927,CAMKK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3928,MAP3K3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3929,BRSK1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3930,MAP2K2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3931,PTK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3932,JAK3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3933,CAMK2B,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3934,BMX,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3935,FER,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3936,MAP3K11,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3937,GSK3A,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3938,PKM,TYRO3,predetermined participant,predetermined participant,False,24606918,1394424000.0
3939,PKM,PDGFRA,predetermined participant,predetermined participant,False,24606918,1394424000.0
3940,NTRK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3941,ABL2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3942,NTRK3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3943,PKM,TEK,predetermined participant,predetermined participant,False,24606918,1394424000.0
3944,PKM,FLT1,predetermined participant,predetermined participant,False,24606918,1394424000.0
3945,FGFR4,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3946,CSF1R,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3947,FGFR2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3948,MERTK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3949,BLK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3950,ABL1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3951,SYK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3952,PKM,RET,predetermined participant,predetermined participant,False,24606918,1394424000.0
3953,LTK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3954,KIT,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3955,PKM,KDR,predetermined participant,predetermined participant,False,24606918,1394424000.0
3956,PKM,FLT4,predetermined participant,predetermined participant,False,24606918,1394424000.0
3957,ERBB2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3958,FGFR3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3959,JAK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3960,PKM,TAOK2,predetermined participant,predetermined participant,False,24606918,1394424000.0
3961,PKM,STK33,predetermined participant,predetermined participant,False,24606918,1394424000.0
3962,PKM,STK25,predetermined participant,predetermined participant,False,24606918,1394424000.0
3963,PKM,WNK2,predetermined participant,predetermined participant,False,24606918,1394424000.0
3964,PKM,PDPK1,predetermined participant,predetermined participant,False,24606918,1394424000.0
3965,PKM,PAK6,predetermined participant,predetermined participant,False,24606918,1394424000.0
3966,MAPKAPK5,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3967,MAPKAPK3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3968,MAPKAPK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3969,MAPK12,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3970,MAP3K2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3971,IKBKE,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3972,PKM,PAK2,predetermined participant,predetermined participant,False,24606918,1394424000.0
3973,DYRK3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3974,AKT3,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3975,MAP2K1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3976,DYRK1B,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3977,DCLK2,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3978,CHEK1,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3979,IKBKB,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3980,ALK,PKM,predetermined participant,predetermined participant,False,24606918,1394424000.0
3981,PRKCA,PRKCA,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,10849009,966484800.0
3982,ERBB2,ERBB2,identification by antibody,identification by antibody,False,19650109,1253678400.0
3983,ERBB2,EGFR,identification by antibody,identification by antibody,False,19650109,1253678400.0
3984,ERBB2,EGFR,identification by antibody,identification by antibody,False,19650109,1253678400.0
3985,ERBB2,ERBB2,identification by antibody,identification by antibody,False,19650109,1253678400.0
3986,EGFR,EGFR,identification by antibody,identification by antibody,False,19650109,1253678400.0
3987,TP53,TP53,predetermined participant,Identification by mass spectrometry,False,25609649,1421816400.0
3988,TP53,TP53,predetermined participant,Identification by mass spectrometry,False,25609649,1421816400.0
3989,PAK1,PRKCZ,western blot,western blot,False,23175184,1360558800.0
3990,NEK8,MOB4,sequence tag identification,sequence tag identification,False,26638075,
3991,PLK4,PLK4,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3992,CDK4,CDKN2D,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3993,CDK4,CDKN2C,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3994,CDKN2D,CDK4,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3995,CDKN2D,CDK6,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3996,TP53,PRKAB2,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3997,NAGK,NAGK,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
3998,CDKN2D,CDK4,predetermined participant,predetermined participant,False,27107012,
3999,PIK3R1,PIK3CB,predetermined participant,predetermined participant,False,27107012,
4000,CDKN2D,CDK6,predetermined participant,predetermined participant,False,27107012,
4001,CDKN2D,CDK4,predetermined participant,predetermined participant,False,27107012,
4002,CDKN2D,CDK6,predetermined participant,predetermined participant,False,27107012,
4003,CDKN2D,CDK4,predetermined participant,predetermined participant,False,27107012,
4004,PIK3R1,PIK3CB,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
4005,CDKN2C,CDK6,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
4006,CDKN2D,CDK6,nucleotide sequence identification,nucleotide sequence identification,False,27107012,
